OBJECTID,SchoolCode,OrganizationId,High School,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
5655,3708,101591,Grass Lake Elementary School,,17801,121,Puget Sound Educational Service District 121,17415,Kent School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"28700 191st Place SE, Kent, Washington, 98042-5409","28700 191st Place SE, Kent, Washington, 98042-5409",Steve B Thatcher,steven.thatcher@kent.k12.wa.us,253.373.7661,47.3447170000001,-122.086886,King,8,47
5656,5158,104854,Grass Valley Elementary,,6801,112,Educational Service District 112,6117,Camas School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"3000 NE Grass Valley Dr, Camas, Washington, 98607","3000 NE Grass Valley Dr, Camas, Washington, 98607",Sean T McMillan,sean.mcmillan@camas.wednet.edu,360.833.5710,45.610805,-122.440933,Clark,3,18
5657,2377,102124,Gray Middle School,,17801,121,Puget Sound Educational Service District 121,27010,Tacoma School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"6229 S Tyler St, Tacoma, Washington, 98409-0000","6229 S Tyler St, Tacoma, Washington, 98409-0000",Kristin  Tinder,KTINDER@tacoma.k12.wa.us,253.571.5203,47.199706,-122.491643,Pierce,6,29
5658,2097,102751,Great Northern Elementary,,32801,101,Educational Service District 101,32312,Great Northern School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"3115 N SPOTTED RD, SPOKANE, Washington, 99224-0000","3115 N SPOTTED RD, SPOKANE, Washington, 99224-0000",Brett  Baum,bbaum@gnsd.k12.wa.us,509.747.7714,47.6866920000001,-117.518563999,Spokane,5,6
5659,4426,101222,Green Gables Elementary School,,17801,121,Puget Sound Educational Service District 121,17210,Federal Way School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"32607 47TH AVE SW, FEDERAL WAY, Washington, 98023-1938","32607 47TH AVE SW, FEDERAL WAY, Washington, 98023-1938",Kent  Cross,kcross@fwps.org,253.945.2700,47.3091620000001,-122.393832,King,9,30
5660,2061,101036,Green Lake Elementary School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"2400 N 65 ST, SEATTLE, Washington, 98103-5412","2400 N 65 ST, SEATTLE, Washington, 98103-5412",Shelley  Habenicht,srhabenicht@seattleschools.org,206.252.5325,47.676337,-122.328465999,King,7,43
5661,4393,101735,Green Mountain Elementary,,18801,114,Olympic Educational Service District 114,18401,Central Kitsap School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"3860 BOUNDARY TRAIL NW, BREMERTON, Washington, 98312-0000","3860 Boundary Trail NW, BREMERTON, Washington, 98312",Thomasina  Rogers,thomasinar@cksd.wednet.edu,360.662.8700,47.5986960000001,-122.819816,Kitsap,6,35
5662,2484,100574,Green Mountain School,,6801,112,Educational Service District 112,6103,Green Mountain School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"13105 NE GRINNELL RD, WOODLAND, Washington, 98674-3808","13105 NE GRINNELL RD, WOODLAND, Washington, 98674-3808",tyson  Vogeler,tyson.vogeler@greenmountainschool.us,360.225.7366,45.9481900000001,-122.538623,Clark,3,20
5663,2078,103013,Green Park Elementary School,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1105 E ISAACS AVE, WALLA WALLA, Washington, 99362-2199","1105 E ISAACS AVE, WALLA WALLA, Washington, 99362-2199",Rick James Kline,rkline@wwps.org,509.527.3077,46.074326,-118.322574,Walla Walla,5,16
5664,2157,102785,Greenacres Elementary,,32801,101,Educational Service District 101,32356,Central Valley School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"17915 E 4th Ave, Spokane Valley, Washington, 99016-9740","17915 E 4th Ave, Spokane Valley, Washington, 99016-9740",Lindsay  Kent,lkent@cvsd.org,509.558.4202,47.653961,-117.163548,Spokane,5,4
5665,3573,102797,Greenacres Middle School,,32801,101,Educational Service District 101,32356,Central Valley School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"17409 E Sprague Ave, Spokane Valley, Washington, 99016-9315","17409 E Sprague Ave, Spokane Valley, Washington, 99016-9315",Quinn  LeSage,qlesage@cvsd.org,509.558.4862,47.65844,-117.169940001,Spokane,5,4
5666,2123,101053,Greenwood Elementary School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"144 NW 80 ST, SEATTLE, Washington, 98117-3052","144 NW 80 ST, SEATTLE, Washington, 98117-3052",Zac  Stowell,zwstowell@seattleschools.org,206.252.1400,47.6873650000001,-122.359934,King,7,36
5667,2844,101268,Gregory Heights Elementary,,17801,121,Puget Sound Educational Service District 121,17401,Highline School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"16216 19th Ave SW, Burien, Washington, 98166-2799","16201 16th Ave SW, Burien, Washington, 98166",Robin  Totten,Robin.Totten@highlineschools.org,206.631.3800,47.4580280000001,-122.356182999,King,7,34
5668,4378,100498,Greywolf Elementary School,,18801,114,Olympic Educational Service District 114,5323,Sequim School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"171 Carlsborg Rd., Sequim, Washington, 98382-0000","171 Carlsborg Rd., Sequim, Washington, 98382-0000",Donna  Hudson,dhudson@sequim.k12.wa.us,360.582.3300,48.0815250000001,-123.174665,Clallam,6,24
5669,2406,102989,Griffin School,,34801,113,Capital Region ESD 113,34324,Griffin School District,PK,8,-1,8," Public School, Regular School",P,Public School,Other,"6530 33rd Ave NW, Olympia, Washington, 98502-8846","6530 33rd Ave NW, Olympia, Washington, 98502-8846",Doug  Anderson,danderson@griffinschool.us,360.866.5904,47.080562,-123.018868,Thurston,10,35
5670,5123,104695,Grove Elementary,,29801,189,Northwest Educational Service District 189,31025,Marysville School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"6510 Grove St, Marysville, Washington, 98270","6510 Grove St, Marysville, Washington, 98270",Sharon  Anderson,sharon_anderson@msd25.org,360.965.1700,48.063879,-122.143528999,Snohomish,2,38
5671,4438,102466,Henry M. Jackson High School,,29801,189,Northwest Educational Service District 189,31002,Everett School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1508 136th St. SE, Mill Creek, Washington, 98012-5310","1508 136th St. SE, Mill Creek, Washington, 98012-5310",Lance J. Balla,LBalla@everettsd.org,425.385.7000,47.8733530000001,-122.209775,Snohomish,1,44
5672,5010,104002,Haller Middle School,,29801,189,Northwest Educational Service District 189,31016,Arlington School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"600 E. First, Arlington, Washington, 98223","600 E. First, Arlington, Washington, 98223",Trever  Summers,tsummers@asd.wednet.edu,360.618.6400,48.1914540000001,-122.120275,Snohomish,2,39
5673,4483,102766,Hallett Elementary,,32801,101,Educational Service District 101,32326,Medical Lake School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"524 N. Hallett St., Medical Lake, Washington, 99022-0000","PO Box 128, Medical Lake, Washington, 99022-0128",KRISTIN  KUSTER,kkuster@mlsd.org,509.565.3400,47.5685530000001,-117.67858,Spokane,5,6
5674,3007,102717,Hamblen Elementary,,32801,101,Educational Service District 101,32081,Spokane School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"2121 E Thurston Ave, Spokane, Washington, 99203-4100","2121 E Thurston Ave, Spokane, Washington, 99203-4100",Stefanie  Heinen,StefanieH@SpokaneSchools.org,509.354.2902,47.617846,-117.380185,Spokane,5,6
5675,3079,100482,Hamilton Elementary,,18801,114,Olympic Educational Service District 114,5121,Port Angeles School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"1822 W 7TH ST, PORT ANGELES, Washington, 98363-5206","1822 W 7TH ST, PORT ANGELES, Washington, 98363-5206",Gary  Pringle,gpringle@portangelesschools.org,360.452.6818,48.1276540000001,-123.473653,Clallam,6,24
5676,2371,101086,Hamilton International Middle School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1610 N 41 ST, SEATTLE, Washington, 98103-8212","1610 N 41 ST, SEATTLE, Washington, 98103-8212",Dorian  Manza,dcmanza@seattleschools.org,206.252.5810,47.657447,-122.337984,King,7,43
5677,3833,100417,Hanford High School,,11801,123,Educational Service District 123,3400,Richland School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"450 Hanford Street, Richland, Washington, 99352-0000","450 Hanford Street, Richland, Washington, 99352-0000",Tory  Christensen,Tory.Christensen@rsd.edu,509.967.6500,46.3254710000001,-119.267415999,Benton,4,8
5678,3134,103063,Happy Valley Elementary School,,29801,189,Northwest Educational Service District 189,37501,Bellingham School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1041 24th St, Bellingham, Washington, 98225-8603","1041 24th St, Bellingham, Washington, 98225-8603",Nick  Hayes,nick.hayes@bellinghamschools.org,360.676.6420,48.7223720000001,-122.48515,Whatcom,2,40
5679,2944,102252,Harbor Heights Elementary School,,17801,121,Puget Sound Educational Service District 121,27401,Peninsula School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"4002 36th St NW, Gig Harbor, Washington, 98335-8010","4002 36th St NW, Gig Harbor, Washington, 98335-8010",Stephanie  Strader,straders@psd401.net,253.530.1800,47.2925530000001,-122.593480999,Pierce,6,26
5680,4387,102265,Harbor Ridge Middle School,,17801,121,Puget Sound Educational Service District 121,27401,Peninsula School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"9010 Prentice Ave, Gig Harbor, Washington, 98332-1095","9010 Prentice Ave, Gig Harbor, Washington, 98332-1095",Mike  Benoit,benoitm@psd401.net,253.530.1900,47.340879,-122.59274,Pierce,6,26
5681,4430,102505,Harbour Pointe Middle School,,29801,189,Northwest Educational Service District 189,31006,Mukilteo School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"5000 Harbour Pointe Blvd, Mukilteo, Washington, 98275","5000 Harbour Pointe Blvd, Mukilteo, Washington, 98275",Steve  Coram,CoramSC@Mukilteo.wednet.edu,425.366.5100,47.9026440000001,-122.299478,Snohomish,2,21
5682,4380,100614,Harmony Elementary School,,6801,112,Educational Service District 112,6114,Evergreen School District (Clark),PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"17404A NE 18th Street, Vancouver, Washington, 98684-9770","17404A NE 18th Street, Vancouver, Washington, 98684-9770",Laura  Buno,Laura.Buno@evergreenps.org,360.604.6600,45.6367292300001,-122.494191021,Clark,3,17
5683,3365,103122,Harmony Elementary,,29801,189,Northwest Educational Service District 189,37507,Mount Baker School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"5060 SAND ROAD, BELLINGHAM, Washington, 98226-0000","5060 SAND ROAD, BELLINGHAM, Washington, 98226-0000",Todd  Mathews,tmathews@mtbaker.wednet.edu,360.383.2050,48.824057,-122.331608001,Whatcom,1,42
5684,2643,100527,Harney Elementary School,,6801,112,Educational Service District 112,6037,Vancouver School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"3212 E EVERGREEN BLVD, VANCOUVER, Washington, 98661-4928","3212 E EVERGREEN BLVD, VANCOUVER, Washington, 98661-4928",Steve  Stoll,Steve.Stoll@vansd.org,360.313.2000,45.626493,-122.63536,Clark,3,49
5685,2506,103298,Harrah Elementary School,,39801,105,Educational Service District 105,39209,Mount Adams School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"3851 Harrah Road, Harrah, Washington, 98933-9998","P.O. Box 159, Harrah, Washington, 98933-9998",Robert  McCracken,rmccracken@masd209.org,509.848.5700,46.4069850000001,-120.543539,Yakima,4,14
5686,2756,103232,Thompson Elementary School,,39801,105,Educational Service District 105,39200,Grandview School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1105 W 2nd ST, Grandview, Washington, 98930-0000","1105 W 2nd ST, Grandview, Washington, 98930-0000",JULIE  WYSONG,jwysong@gsd200.org,509.882.8550,46.255861,-119.917178,Yakima,4,15
5687,2743,101897,Harrington Elementary School,,32801,101,Educational Service District 101,22204,Harrington School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"100 S First, Harrington, Washington, 99134-0204","PO Box 204, Harrington, Washington, 99134-0204",Justin L Bradford,jbradford@harrsd.k12.wa.us,509.253.4331,47.4790770000001,-118.250822,Lincoln,5,13
5688,3113,101898,Harrington High School,,32801,101,Educational Service District 101,22204,Harrington School District,7,12,7,12," Public School, Regular School",P,Public School,Other,"100 S First, Harrington, Washington, 99134-0204","PO Box 204, Harrington, Washington, 99134-0204",  ,,,47.4790770000001,-118.250822,Lincoln,5,13
5689,3313,103241,Harrison Middle School,,39801,105,Educational Service District 105,39201,Sunnyside School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"810 S. 16th Street, Sunnyside, Washington, 98944-2197","1110 S 6th St, Sunnyside, Washington, 98944-2197",Robert  Bowman,robert.bowman@sunnysideschools.org,509.836.4151,46.3197870000001,-119.998011,Yakima,4,15
5690,3735,100547,Harry S Truman Elementary School,,6801,112,Educational Service District 112,6037,Vancouver School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"4505 NE 42ND AVE, VANCOUVER, Washington, 98661-2811","4505 NE 42ND AVE, VANCOUVER, Washington, 98661-2811",Lee  Gunter,Lee.Gunter@vansd.org,360.313.2900,45.654728,-122.62743,Clark,3,49
5691,3000,102273,Harvard Elementary,,17801,121,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1709 85th Street E, Tacoma, Washington, 98445-0000","1709 85th Street E, Tacoma, Washington, 98445-0000",Paul R Elery,pelery@fpschools.org,253.535.9890,47.18078,-122.405624,Pierce,10,25
5692,2509,100579,Hathaway Elementary,,6801,112,Educational Service District 112,6112,Washougal School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"630 24th St, Washougal, Washington, 98671-1652","630 24th St, Washougal, Washington, 98671-1652",Wendy  Morrill,wendy.morrill@washougalsd.org,360.954.3801,45.581801,-122.345953,Clark,3,18
5693,3174,101930,Hawkins Middle School,,18801,114,Olympic Educational Service District 114,23403,North Mason School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"300 E. Campus Dr., Belfair, Washington, 98528-0000","300 E. Campus Dr., Belfair, Washington, 98528-0000",Joanne  Warren,jwarren@northmasonschools.org,360.277.2128,47.415848,-122.841091001,Mason,6,35
5694,2883,102446,Hawthorne Elementary School - Everett,,29801,189,Northwest Educational Service District 189,31002,Everett School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1110 Poplar St., Everett, Washington, 98201-1497","1110 Poplar St., Everett, Washington, 98201-1497",Jacob  Ellsworth,jellsworth@everettsd.org,425.385.4600,48.0023550000001,-122.195439,Snohomish,2,38
5695,3077,100364,Hawthorne Elementary School - Kennewick,,11801,123,Educational Service District 123,3017,Kennewick School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"3520 WEST JOHN DAY AVENUE, KENNEWICK, Washington, 99336-2456","3520 WEST JOHN DAY AVENUE, KENNEWICK, Washington, 99336-2456",Craig  Miller,craig.miller@ksd.org,509.222.6509,46.218352,-119.168836,Benton,4,8
