Org Name,School Code,Org Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade
Framingham: Miriam F McCarthy School,1000050,Public School,Principal,Cynthia Page,8 Flagg Drive,,Framingham,MA,1701,508-626-9161,508-626-9106,"K,01,02,03,04,05"
Framingham: Potter Road,1000039,Public School,Principal,Larry Wolpe,492 Potter Rd,,Framingham,MA,1701,508-626-9110,508-877-1683,"K,01,02,03,04,05"
Framingham: Walsh Middle,1000310,Public School,Principal,Patrick Johnson,301 Brook Street,,Framingham,MA,1701,508-626-9180,508-877-1825,"06,07,08"
Francis W. Parker Charter Essential (District): Francis W. Parker Charter Essential School,4780505,Charter School,Principal,Todd Sumner,49 Antietam St,,Devens,MA,1434,978-772-3293,978-772-3295,"07,08,09,10,11,12"
Franklin: Annie Sullivan Middle School,1010040,Public School,Principal,Elizabeth Morrison,500 Lincoln Street,,Franklin,MA,2038,508-553-0322,508-541-2109,"06,07,08"
Franklin: Franklin Early Childhood Development Center,1010003,Public School,Principal,Kelty Kelley,224 Oak Street,,Franklin,MA,2038,508-541-8166,508-541-8254,PK
Franklin: Franklin High,1010505,Public School,Principal,Joshua Hanna,218 Oak Street,,Franklin,MA,2038,508-613-1400,508-541-5248,"09,10,11,12"
Franklin: Helen Keller Elementary,1010012,Public School,Principal,Eric Stark,500 Lincoln Street,,Franklin,MA,2038,508-553-0322,508-541-2109,"K,01,02,03,04,05"
Franklin: Horace Mann,1010405,Public School,Principal,Rebecca Motte,224 Oak Street,,Franklin,MA,2038,508-541-6230,508-541-7071,"06,07,08"
Franklin: J F Kennedy Memorial,1010013,Public School,Principal,Sarravy Connolly,551 Pond Street,,Franklin,MA,2038,508-541-5260,508-553-0892,"K,01,02,03,04,05"
Franklin: Jefferson Elementary,1010010,Public School,Principal,Sarah Klim,628 Washington Street,,Franklin,MA,2038,508-541-2140,508-541-2124,"K,01,02,03,04,05"
Franklin: Oak Street Elementary,1010030,Public School,Principal,Brad Hendrixson,224 Oak Street,,Franklin,MA,2038,508-541-7890,508-541-8047,"K,01,02,03,04,05"
Franklin: Parmenter,1010032,Public School,Principal,Shannon Barca,235 Wachusett Street,,Franklin,MA,2038,508-541-5281,508-553-0894,"K,01,02,03,04,05"
Franklin: Remington Middle,1010310,Public School,Principal,Craig Williams,628 Washington Street,,Franklin,MA,2038,508-541-2130,508-541-2124,"06,07,08"
Franklin County Regional Vocational Technical: Franklin County Technical,8180605,Public School,Principal,Brian Spadafino,82 Industrial Blvd,,Turners Falls,MA,1376,413-863-9561,413-863-2816,"09,10,11,12"
Freetown-Lakeville: Apponequet Regional High,6650505,Public School,Principal,Kahlan Dessert,100 Howland Rd,,Lakeville,MA,2347,508-947-2660,508-946-2350,"09,10,11,12"
Freetown-Lakeville: Assawompset Elementary School,6650002,Public School,Principal,Bethany Pineault,232 Main Street,,Lakeville,MA,2347,508-947-1403,508-947-7068,"K,01,02,03"
Freetown-Lakeville: Freetown Elementary School,6650001,Public School,Principal,Michael Ward,43 Bullock Road,,East Freetown,MA,2717,508-763-5121,508-763-3986,"PK,K,01,02,03"
Freetown-Lakeville: Freetown-Lakeville Middle School,6650305,Public School,Principal,John Higgins,96 Howland Road,,Lakeville,MA,2347,508-923-3518,508-946-2050,"06,07,08,09"
Freetown-Lakeville: George R Austin Intermediate School,6650015,Public School,Principal,Elizabeth Sullivan,112 Howland Road,,Lakeville,MA,2347,508-923-3506,508-947-0266,"04,05"
Frontier: Frontier Regional,6700505,Public School,Principal,George Lanides,113 North Main Street,,South Deerfield,MA,1373,413-665-2118,413-665-1518,"07,08,09,10,11,12"
Gardner: Elm Street School,1030001,Public School,Principal,David Fredette,160 Elm Street,,Gardner,MA,1440,978-632-1673,978-632-4382,"02,03,04"
Gardner: Gardner Academy for Learning and Technology,1030515,Public School,Principal,Peter Mcmorrow,130 Elm Street,,Gardner,MA,1440,978-632-1606,978-630-4953,"09,10,11,12"
Gardner: Gardner High,1030505,Public School,Principal,Paula Bolger,200 Catherine Street,,Gardner,MA,1440,978-632-1600,978-630-4040,"08,09,10,11,12"
Gardner: Gardner Middle School,1030405,Public School,Principal,Arthur Murphy,297 Catherine Street,,Gardner,MA,1440,978-632-1603,978-632-4234,"05,06,07"
Gardner: Waterford Street,1030020,Public School,Principal,Earl Martin,62 Waterford Street,,Gardner,MA,1440,978-632-1605,978-632-4037,"PK,K,01"
Gateway: Chester Elementary,6720059,Public School,Principal,Megan Coburn,325 Middlefield Road,,Chester,MA,1011,413-685-1360,413-354-9618,"PK,K,01,02,03,04,05,06"
Gateway: Gateway Regional High,6720505,Public School,Principal,Jason Finnie,12 Littleville Road,,Huntington,MA,1050,413-685-1105,413-667-5593,"09,10,11,12"
Gateway: Gateway Regional Middle School,6720405,Public School,Principal,Jason Finnie,12 Littleville Road,,Huntington,MA,1050,413-685-1105,413-667-5593,"07,08"
Gateway: Littleville Elementary School,6720143,Public School,Principal,Megan Coburn,4 Littleville Road,,Huntington,MA,1050,413-685-1300,413-667-5734,"PK,K,01,02,03,04,05,06"
Georgetown: Georgetown High School,1050505,Public School,Principal,Jeffrey Carovillano,11 Winter Street,,Georgetown,MA,1833,978-352-5790,978-352-5798,"09,10,11,12"
Georgetown: Georgetown Middle School,1050305,Public School,Principal,Jeffrey Carovillano,11 Winter Street,,Georgetown,MA,1833,978-352-5790,978-352-5798,"07,08"
Georgetown: Penn Brook,1050010,Public School,Principal,Margaret Maher,68 Elm Street,,Georgetown,MA,1833,978-352-5785,978-352-5787,"K,01,02,03,04,05,06"
Georgetown: Perley Elementary,1050005,Public School,Principal,Margaret Maher,51 North Street,,Georgetown,MA,1833,978-352-5780,978-352-5782,PK
Gill-Montague: Gill Elementary,6740005,Public School,Principal,Lisa Desjarlais,48 Boyle Rd,,Gill,MA,1354,413-863-3255,413-863-3268,"K,01,02,03,04,05,06"
Gill-Montague: Great Falls Middle,6740310,Public School,Principal,Christopher Barnes,224 Turnpike Rd,,Montague,MA,1351,413-863-7300,413-863-2089,"06,07,08"
Gill-Montague: Hillcrest Elementary School,6740015,Public School,Principal,Sarah Burstein,30 Griswold Street,,Turners Falls,MA,1376,413-863-9526,413-863-4560,"PK,K,01"
Gill-Montague: Sheffield Elementary School,6740050,Public School,Principal,Melissa Pitrat,43 Crocker Avenue,,Turners Falls,MA,1376,413-863-9326,413-863-3259,"02,03,04,05"
Gill-Montague: Turners Fall High,6740505,Public School,Principal,Christopher Barnes,222 Turnpike Rd,,Montague,MA,1351,413-863-7200,413-863-0298,"09,10,11,12"
Global Learning Charter Public (District): Global Learning Charter Public School,4960305,Charter School,Principal,Lena Pires,190 Ashley Boulevard,,New Bedford,MA,2746,508-991-4105,508-991-4110,"05,06,07,08,09,10,11,12"
Gloucester: Beeman Memorial,1070010,Public School,Principal,Jodie Gennodie,138 Cherry Street,,Gloucester,MA,1930,978-281-9825,978-282-3011,"K,01,02,03,04,05"
Gloucester: East Gloucester Elementary,1070020,Public School,Principal,Amy Pasquarello,8 Davis St Ext,,Gloucester,MA,1930,978-281-9830,978-281-9864,"K,01,02,03,04,05"
Gloucester: Gloucester High,1070505,Public School,Principal,James Cook,32 Leslie O. Johnson Rd,,Gloucester,MA,1930,978-281-9870,978-281-9733,"09,10,11,12"
Gloucester: Gloucester PreSchool,1070025,Public School,Principal,Ann-Marie Jordan,2 Blackburn Drive,,Gloucester,MA,1930,978-281-9840,978-281-9861,PK
Gloucester: Plum Cove School,1070042,Public School,Principal,Daniel Jewett,15 Hickory Street,,Gloucester,MA,1930,978-282-3030,978-282-3006,"K,01,02,03,04,05"
Gloucester: Ralph B O'Maley Middle,1070305,Public School,Principal,Lynne Beattie,32 Cherry Street,,Gloucester,MA,1930,978-281-9850,978-281-9890,"06,07,08"
Gloucester: Veterans Memorial,1070045,Public School,Principal,Matthew Fusco,11 Webster Street,,Gloucester,MA,1930,978-281-9820,978-281-9717,"K,01,02,03,04,05"
Gloucester: West Parish,1070050,Public School,Principal,Telena Imel,10 Concord Street,,Gloucester,MA,1930,978-281-9835,978-281-9886,"K,01,02,03,04,05"
Gosnold: Cuttyhunk Elementary,1090005,Public School,Principal,Michelle Carvalho,PO Box 27 Tower Hill Road,,Cuttyhunk,MA,2713,508-997-5408,--,"02,03,04,05,06,07"
Grafton: Grafton High School,1100505,Public School,Principal,Kevin Carney,24 Providence Road,,Grafton,MA,1519,508-839-5425,508-839-8544,"09,10,11,12"
Grafton: Grafton Middle,1100305,Public School,Principal,Roseanne Kurposka,22 Providence Road,,Grafton,MA,1519,508-839-5420,508-839-8528,"07,08"
Grafton: Millbury Street Elementary School,1100200,Public School,Principal,Joanne Stocklin,105 Millbury Street,,Grafton,MA,1519,508-839-0757,508-839-7458,"02,03,04,05,06"
Grafton: North Grafton Elementary,1100025,Public School,Principal,Julie Yankauskas-Flynn,46 Waterville Street,,North Grafton,MA,1536,508-839-5483,508-839-1073,"PK,K,01"
Grafton: North Street Elementary School,1100030,Public School,Principal,Stephen Wiltshire,60 North Street,,Grafton,MA,1519,508-839-5428,508-839-8539,"02,03,04,05,06"
Grafton: South Grafton Elementary,1100005,Public School,Principal,Doreen Parker,90 Main Street,,South Grafton,MA,1560,508-839-5484,508-839-5432,"PK,K,01"
Granby: East Meadow,1110004,Public School,Principal,William Lataille,393 East State Street,,Granby,MA,1033,413-467-7199,413-467-9182,"PK,K,01,02,03,04,05,06"
Granby: Granby Jr Sr High School,1110505,Public School,Principal,Alison Jordan-gagner,385 East State Street,,Granby,MA,1033,413-467-7105,413-467-3909,"07,08,09,10,11,12"
Greater Commonwealth Virtual District: Greater Commonwealth Virtual School,39010900,Public School,Principal,Greg Runyan,238 Main St.,3rd Floor,Greenfield,MA,1301,413-475-3879,413-475-3909,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Greater Fall River Regional Vocational Technical: Diman Regional Vocational Technical High,8210605,Public School,Principal,Andrew Rebello,251 Stonehaven Rd,,Fall River,MA,2723,508-678-2891,508-679-6423,"09,10,11,12"
Greater Lawrence Regional Vocational Technical: Gr Lawrence Regional Vocational Technical,8230605,Public School,Principal,Susan Zielinski,57 River Rd,,Andover,MA,1810,978-686-0194,978-687-6209,"09,10,11,12"
Greater Lowell Regional Vocational Technical: Gr Lowell Regional Vocational Technical,8280605,Public School,Principal,Michael Barton,250 Pawtucket Blvd,,Tyngsborough,MA,1879,978-441-4807,978-441-5353,"09,10,11,12"
Greater New Bedford Regional Vocational Technical: Gr New Bedford Vocational Technical,8250605,Public School,Principal,Warley Williams,1121 Ashley Blvd,,New Bedford,MA,2745,508-998-3321,508-995-7268,"09,10,11,12"
Greenfield: Discovery School at Four Corners,1140025,Public School,Principal,Michael Browning,21 Ferrante Avenue,,Greenfield,MA,1301,413-772-1378,413-772-1329,"K,01,02,03,04"
Greenfield: Federal Street School,1140010,Public School,Principal,Kelly Halpin,125 Federal Street,,Greenfield,MA,1301,413-772-1380,413-772-1319,"K,01,02,03,04"
Greenfield: Greenfield High,1140505,Public School,Principal,Derek Morrison,21 Barr Avenue,,Greenfield,MA,1301,413-772-1350,413-774-6204,"08,09,10,11,12"
Greenfield: Greenfield Middle,1140305,Public School,Principal,Lynn Dole,195 Federal Street,,Greenfield,MA,1301,413-772-1360,413-772-1367,"05,06,07"
Greenfield: Newton School,1140035,Public School,Principal,Melodie Goodwin,70 Shelburne Rd,,Greenfield,MA,1301,413-772-1370,413-772-1332,"K,01,02,03,04"
Greenfield: The Academy of Early Learning at North Parish,1140005,Public School,Principal,Nancy Putnam,1 Place Terrace,,Greenfield,MA,1301,413-772-1390,413-772-1337,PK
Groton-Dunstable: Boutwell School,6730001,Public School,Principal,Christine Conway,P O Box 730,,Groton,MA,1450,978-448-2297,978-448-8459,PK
Groton-Dunstable: Florence Roche School,6730010,Public School,Principal,Brian O'donoghue,P O Box 738,,Groton,MA,1450,978-448-6665,978-448-3988,"K,01,02,03,04"
Groton-Dunstable: Groton Dunstable Regional,6730505,Public School,Principal,Michael Woodlock,P O Box 730,,Groton,MA,1450,978-448-6362,978-448-0390,"09,10,11,12"
Groton-Dunstable: Groton Dunstable Regional Middle,6730305,Public School,Principal,Wendy Salvatore,P O Box 727,,Groton,MA,1450,978-448-6155,978-448-1201,"05,06,07,08"
Groton-Dunstable: Swallow/Union School,6730005,Public School,Principal,Peter Myerson,522 Main Street,,Dunstable,MA,1827,978-649-7281,978-649-5078,"K,01,02,03,04"
Hadley: Hadley Elementary,1170015,Public School,Principal,Jennifer Dowd,21 River Drive,,Hadley,MA,1035,413-584-5011,413-582-6457,"PK,K,01,02,03,04,05,06"
Hadley: Hopkins Academy,1170505,Public School,Principal,April Camuso,131 Russell Street,,Hadley,MA,1035,413-584-1106,413-582-6455,"07,08,09,10,11,12"
Halifax: Halifax Elementary,1180005,Public School,Principal,Kayne Beaudry,464 Plymouth Street,,Halifax,MA,2338,781-293-2581,781-293-6589,"K,01,02,03,04,05,06"
Hamilton-Wenham: Bessie Buker Elementary,6750007,Public School,Principal,Ben Schersten,1 School Street,,Wenham,MA,1984,978-468-5324,978-468-5329,"K,01,02,03,04,05"
Hamilton-Wenham: Cutler School,6750010,Public School,Principal,Jennifer Clifford,237 Asbury Street,,South Hamilton,MA,1982,978-468-5330,978-468-5314,"K,01,02,03,04,05"
Hamilton-Wenham: Hamilton-Wenham Regional High,6750505,Public School,Principal,Bryan Menegoni,775 Bay Rd,,South Hamilton,MA,1982,978-468-0400,978-468-0241,"09,10,11,12"
Hamilton-Wenham: Miles River Middle,6750310,Public School,Principal,Craig Hovey,787 Bay Rd,,Hamilton,MA,1982,978-468-0362,978-468-8454,"06,07,08"
Hamilton-Wenham: Winthrop School,6750015,Public School,Principal,Carolyn Shediac,325 Bay Rd,,South Hamilton,MA,1982,978-468-5340,978-468-5315,"PK,K,01,02,03,04,05"
Hampden Charter School of Science East (District): Hampden Charter School of Science East,4990305,Charter School,Principal,Robyn Sklar,20 Johnson Rd,,Chicopee,MA,1022,413-593-9090,413-294-2648,"06,07,08,09,10,11,12"
Hampden Charter School of Science West (District): Hampden Charter School of Science West,35160305,Charter School,Principal,Mehmet Cogal,511 Main St.,,West Springfield,MA,1089,413-278-5450,413-278-5387,"06,07,08,09,10,11,12"
Hampden-Wilbraham: Green Meadows Elementary,6800005,Public School,Principal,Sharon Moberg,38 North Rd,,Hampden,MA,1036,413-566-3996,413-566-2089,"PK,K,01,02,03,04,05,06,07,08"
Hampden-Wilbraham: Mile Tree Elementary,6800025,Public School,Principal,Chante Jillson,625 Main Street,,Wilbraham,MA,1095,413-596-6921,413-596-9319,"PK,K,01"
Hampden-Wilbraham: Minnechaug Regional High,6800505,Public School,Principal,Stephen Hale,621 Main Street,,Wilbraham,MA,1095,413-596-9011,413-599-1328,"09,10,11,12"
Hampden-Wilbraham: Soule Road,6800030,Public School,Principal,Serenity Greenwood,300 Soule Rd,,Wilbraham,MA,1095,413-596-9311,413-599-1742,"04,05"
Hampden-Wilbraham: Stony Hill School,6800050,Public School,Principal,Monique Dangleis,675 Stony Hill Road,,Wilbraham,MA,1095,413-599-1950,413-596-4497,"02,03"
Hampden-Wilbraham: Wilbraham Middle,6800310,Public School,Principal,John Derosia,466 Stony Hill Rd,,Wilbraham,MA,1095,413-596-9061,413-596-9382,"06,07,08"
Hampshire: Hampshire Regional High,6830505,Public School,Principal,Lauren Hotz,19 Stage Rd,,Westhampton,MA,1027,413-527-7680,413-527-1831,"07,08,09,10,11,12"
Hancock: Hancock Elementary,1210005,Public School,Principal,John Merselis,3080 Hancock Road,PO Box 1039,Hancock,MA,1237,413-738-5676,413-738-5338,"PK,K,01,02,03,04,05,06"
Hanover: Cedar Elementary,1220004,Public School,Principal,Garry Pelletier,265 Cedar Street,,Hanover,MA,2339,781-878-7228,781-878-1968,"PK,K,01"
Hanover: Center Elementary,1220005,Public School,Principal,Jane Degrenier,65 Silver Street,,Hanover,MA,2339,781-826-2631,781-826-0765,"02,03,04"
Hanover: Hanover High,1220505,Public School,Principal,Matthew Mattos,287 Cedar Street,,Hanover,MA,2339,781-878-5450,781-871-0590,"09,10,11,12"
Hanover: Hanover Middle,1220305,Public School,Principal,Daniel Birolini,45 Whiting Street,,Hanover,MA,2339,781-871-1122,781-871-8792,"05,06,07,08"
Harvard: Bromfield,1250505,Public School,Principal,Scott Hoffman,14 Massachusetts Avenue,,Harvard,MA,1451,978-456-4152,978-456-3013,"06,07,08,09,10,11,12"
Harvard: Hildreth Elementary School,1250005,Public School,Principal,Joshua Myler,27 Massachusetts Avenue,,Harvard,MA,1451,978-456-4145,978-456-3287,"PK,K,01,02,03,04,05"
Hatfield: Hatfield Elementary,1270005,Public School,Principal,Conor Driscoll,33 Main Street,,Hatfield,MA,1038,413-247-5010,413-247-0482,"PK,K,01,02,03,04,05,06"
Hatfield: Smith Academy,1270505,Public School,Principal,Christopher Buckland,34 School Street,,Hatfield,MA,1038,413-247-5641,413-247-0201,"07,08,09,10,11,12"
Haverhill: Bartlett School and Assessment Center,1280073,Public School,Principal,Kenneth McDowell,551 Washington Street,,Haverhill,MA,1830,978-469-8735,978-469-8736,"K,01,02,03,04,05,06,07,08,09,10,11,12"
Haverhill: Bradford Elementary,1280008,Public School,Principal,Diane Seibold,118 Montvale Street,,Bradford,MA,1835,978-374-2443,978-374-0529,"K,01,02,03,04"
Haverhill: Caleb Dustin Hunking School,1280030,Public School,Principal,Jennifer Russell,480 So. Main Street,,Haverhill,MA,1835,978-374-5787,978-374-5790,"K,01,02,03,04,05,06,07,08"
Haverhill: Consentino Middle School,1280100,Public School,Principal,Richard Poor,685 Washington Street,,Haverhill,MA,1832,978-374-5775,978-374-3442,"05,06,07,08"
Haverhill: Crowell,1280515,Public School,Principal,Jason Meland,26 Belmont Avenue,,Haverhill,MA,1830,978-374-3473,978-374-3489,"09,10,11,12"
Haverhill: Dr Paul Nettle,1280050,Public School,Principal,Shereen Escovitz,150 Boardman Street,,Haverhill,MA,1830,978-374-5792,978-374-3441,"05,06,07,08"
Haverhill: Golden Hill,1280026,Public School,Principal,Paula Rodriguez,140 Boardman Street,,Haverhill,MA,1830,978-374-5794,978-374-3454,"K,01,02,03,04"
Haverhill: Greenleaf Academy,1280033,Public School,Principal,John DePolo,58 Chadwick Street,,Bradford,MA,1835,978-374-3487,978-374-3437,"05,07,08,09,10,11,12"
Haverhill: Haverhill High,1280505,Public School,Principal,Jason Meland,137 Monument Street,,Haverhill,MA,1832,978-374-5700,978-374-5705,"09,10,11,12"
Haverhill: John G Whittier,1280085,Public School,Principal,Timothy Betty,256 Concord Street,,Haverhill,MA,1830,978-374-5782,978-372-5999,"05,06,07,08"
Haverhill: Moody,1280045,Public School,Principal,Kristi-Lynn Craig,59 Margin Street,,Haverhill,MA,1832,978-374-3459,978-372-6180,"PK,K"
Haverhill: Moody Preschool Extension,1280001,Public School,Principal,Kristi-Lynn Craig,514 Main Street,,Haverhill,MA,1830,978-420-1901,--,PK
Haverhill: Pentucket Lake Elementary,1280054,Public School,Principal,James Brennan,252 Concord Street,,Haverhill,MA,1830,978-374-2421,978-374-0392,"K,01,02,03,04"
Haverhill: Silver Hill Elementary School,1280067,Public School,Principal,Scott Gray,675 Washington Street,,Haverhill,MA,1832,978-374-3448,978-374-3461,"K,01,02,03,04,05"
Haverhill: Tilton,1280075,Public School,Principal,Erin Mackay,70 Grove Street,,Haverhill,MA,1832,978-374-3475,978-374-3440,"K,01,02,03"
